"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 09:46:43 GMT 2024","Wed May 01 09:46:45 GMT 2024","2589","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmptyEmailValidation","checkEmptyEmailValidation",""
"failed","Wed May 01 09:51:58 GMT 2024","Wed May 01 09:52:00 GMT 2024","1465","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernameAt","testUsernameAt",""
"passed","Wed May 01 09:46:52 GMT 2024","Wed May 01 09:46:54 GMT 2024","2606","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordWithoutNumbers","checkPasswordWithoutNumbers",""
"broken","Wed May 01 09:50:07 GMT 2024","Wed May 01 09:50:22 GMT 2024","15328","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testInvalidLingPasswordNoNumbers","testInvalidLingPasswordNoNumbers",""
"passed","Wed May 01 09:47:04 GMT 2024","Wed May 01 09:47:04 GMT 2024","49","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkAgeRangeSetup","checkAgeRangeSetup",""
"passed","Wed May 01 09:46:19 GMT 2024","Wed May 01 09:46:21 GMT 2024","2666","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","testPageDescription","testPageDescription",""
"passed","Wed May 01 09:47:23 GMT 2024","Wed May 01 09:47:23 GMT 2024","113","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkLanguageDropdown","checkLanguageDropdown",""
"passed","Wed May 01 09:52:14 GMT 2024","Wed May 01 09:52:14 GMT 2024","495","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernameInvalidSymbols","testUsernameInvalidSymbols",""
"passed","Wed May 01 09:49:11 GMT 2024","Wed May 01 09:49:12 GMT 2024","1404","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testEmailWithoutDot","testEmailWithoutDot",""
"passed","Wed May 01 09:47:38 GMT 2024","Wed May 01 09:47:40 GMT 2024","1977","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testLongPasswordInput","testLongPasswordInput",""
"passed","Wed May 01 09:48:41 GMT 2024","Wed May 01 09:48:58 GMT 2024","16323","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testEmailDotInLocalPart","testEmailDotInLocalPart",""
"passed","Wed May 01 09:47:27 GMT 2024","Wed May 01 09:47:28 GMT 2024","1611","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testSignUpButton","testSignUpButton",""
"passed","Wed May 01 09:51:04 GMT 2024","Wed May 01 09:51:05 GMT 2024","1291","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testInvalidSymbolsInLocalPart","testInvalidSymbolsInLocalPart",""
"passed","Wed May 01 09:47:16 GMT 2024","Wed May 01 09:47:16 GMT 2024","24","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkGenderLabel","checkGenderLabel",""
"passed","Wed May 01 09:47:44 GMT 2024","Wed May 01 09:47:46 GMT 2024","1940","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testNoNumbersPasswordInput","testNoNumbersPasswordInput",""
"passed","Wed May 01 09:47:49 GMT 2024","Wed May 01 09:47:51 GMT 2024","2014","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testShortPasswordInput","testShortPasswordInput",""
"passed","Wed May 01 09:54:38 GMT 2024","Wed May 01 09:54:54 GMT 2024","15411","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testValidMinPassword","testValidMinPassword",""
"passed","Wed May 01 09:49:20 GMT 2024","Wed May 01 09:49:22 GMT 2024","1271","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testEmptyLocalPart","testEmptyLocalPart",""
"passed","Wed May 01 09:47:40 GMT 2024","Wed May 01 09:47:42 GMT 2024","1879","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testMismatchingPasswordInput","testMismatchingPasswordInput",""
"passed","Wed May 01 09:47:28 GMT 2024","Wed May 01 09:47:31 GMT 2024","2157","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmailWithoutDomainInput","testEmailWithoutDomainInput",""
"failed","Wed May 01 09:52:33 GMT 2024","Wed May 01 09:52:34 GMT 2024","1401","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernameUnderscore","testUsernameUnderscore",""
"passed","Wed May 01 09:52:18 GMT 2024","Wed May 01 09:52:19 GMT 2024","1538","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernameMaxLength","testUsernameMaxLength",""
"passed","Wed May 01 09:52:23 GMT 2024","Wed May 01 09:52:24 GMT 2024","1126","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernameMinLength","testUsernameMinLength",""
"passed","Wed May 01 09:46:13 GMT 2024","Wed May 01 09:46:16 GMT 2024","2581","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordPlaceholder","checkPasswordPlaceholder",""
"passed","Wed May 01 09:51:20 GMT 2024","Wed May 01 09:51:21 GMT 2024","527","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testLongUsername","testLongUsername",""
"passed","Wed May 01 09:46:16 GMT 2024","Wed May 01 09:46:18 GMT 2024","2541","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","testHeaderText","testHeaderText",""
"passed","Wed May 01 09:48:33 GMT 2024","Wed May 01 09:48:34 GMT 2024","634","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testBirthdayInvalidYearFuture","testBirthdayInvalidYearFuture",""
"failed","Wed May 01 09:52:08 GMT 2024","Wed May 01 09:52:10 GMT 2024","1711","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernameHyphen","testUsernameHyphen",""
"passed","Wed May 01 09:46:49 GMT 2024","Wed May 01 09:46:51 GMT 2024","2642","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPassword7chars","checkPassword7chars",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","0","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testUsedEmailInput","testUsedEmailInput",""
"passed","Wed May 01 09:46:46 GMT 2024","Wed May 01 09:46:48 GMT 2024","2713","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkInvalidEmailValidation","checkInvalidEmailValidation",""
"passed","Wed May 01 09:46:40 GMT 2024","Wed May 01 09:46:42 GMT 2024","2582","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutDomain","checkEmailWithoutDomain",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","0","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkRegistrationWrongEmail","checkRegistrationWrongEmail",""
"passed","Wed May 01 09:49:01 GMT 2024","Wed May 01 09:49:02 GMT 2024","1281","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testEmailWithSymbolInDomain","testEmailWithSymbolInDomain",""
"passed","Wed May 01 09:46:22 GMT 2024","Wed May 01 09:46:40 GMT 2024","17847","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutCom2","checkEmailWithoutCom2",""
"passed","Wed May 01 09:51:44 GMT 2024","Wed May 01 09:51:44 GMT 2024","417","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testMismatchingPasswords","testMismatchingPasswords",""
"passed","Wed May 01 09:52:58 GMT 2024","Wed May 01 09:53:16 GMT 2024","18242","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testValidMaxAbout","testValidMaxAbout",""
"passed","Wed May 01 09:47:58 GMT 2024","Wed May 01 09:48:03 GMT 2024","4897","FriendRate","MyTests","tests.EditProfileHappyPathTest","tests.EditProfileHappyPathTest","testEditProfile","testEditProfile",""
"passed","Wed May 01 09:51:48 GMT 2024","Wed May 01 09:51:51 GMT 2024","2732","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testShortAbout","testShortAbout",""
"passed","Wed May 01 09:49:25 GMT 2024","Wed May 01 09:49:26 GMT 2024","447","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testEmptyUsername","testEmptyUsername",""
"passed","Wed May 01 09:46:08 GMT 2024","Wed May 01 09:46:10 GMT 2024","2382","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailPlaceholder","checkEmailPlaceholder",""
"passed","Wed May 01 09:49:16 GMT 2024","Wed May 01 09:49:17 GMT 2024","1293","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testEmptyEmail","testEmptyEmail",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","0","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkRegistrationShortPass","checkRegistrationShortPass",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","1","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutCom","checkEmailWithoutCom",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","0","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkRegistrationUsedEmail","checkRegistrationUsedEmail",""
"passed","Wed May 01 09:48:37 GMT 2024","Wed May 01 09:48:38 GMT 2024","598","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testBirthdayInvalidYearPast","testBirthdayInvalidYearPast",""
"passed","Wed May 01 09:47:51 GMT 2024","Wed May 01 09:47:53 GMT 2024","2581","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkSuccessRegistration","checkSuccessRegistration",""
"passed","Wed May 01 09:47:35 GMT 2024","Wed May 01 09:47:37 GMT 2024","1870","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testInvalidEmailInput","testInvalidEmailInput",""
"passed","Wed May 01 09:46:10 GMT 2024","Wed May 01 09:46:13 GMT 2024","2458","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordLabel","checkPasswordLabel",""
"broken","Wed May 01 09:49:48 GMT 2024","Wed May 01 09:50:03 GMT 2024","15328","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testInvalidLingPasswordNoLetters","testInvalidLingPasswordNoLetters",""
"passed","Wed May 01 09:51:54 GMT 2024","Wed May 01 09:51:55 GMT 2024","466","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testShortUsername","testShortUsername",""
"failed","Wed May 01 09:52:03 GMT 2024","Wed May 01 09:52:05 GMT 2024","1470","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernameDot","testUsernameDot",""
"passed","Wed May 01 09:53:39 GMT 2024","Wed May 01 09:53:55 GMT 2024","15411","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testValidMaxPassword","testValidMaxPassword",""
"passed","Wed May 01 09:51:25 GMT 2024","Wed May 01 09:51:41 GMT 2024","15360","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testMatchingPasswords","testMatchingPasswords",""
"passed","Wed May 01 09:47:33 GMT 2024","Wed May 01 09:47:35 GMT 2024","1903","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmptyEmailInput","testEmptyEmailInput",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","0","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testEnterAdditionalInfo","testEnterAdditionalInfo",""
"passed","Wed May 01 09:47:54 GMT 2024","Wed May 01 09:47:54 GMT 2024","263","FriendRate","MyTests","api.FriendTest","api.FriendTest","testDeleteUser","testDeleteUser",""
"passed","Wed May 01 09:52:38 GMT 2024","Wed May 01 09:52:55 GMT 2024","16356","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testValidLongEmail","testValidLongEmail",""
"passed","Wed May 01 09:47:26 GMT 2024","Wed May 01 09:47:26 GMT 2024","16","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkLogo","checkLogo",""
"passed","Wed May 01 09:47:46 GMT 2024","Wed May 01 09:47:48 GMT 2024","1947","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testNoSpecialCharsPasswordInput","testNoSpecialCharsPasswordInput",""
"passed","Wed May 01 09:46:05 GMT 2024","Wed May 01 09:46:07 GMT 2024","2405","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailLabel","checkEmailLabel",""
"passed","Wed May 01 09:49:06 GMT 2024","Wed May 01 09:49:07 GMT 2024","1300","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testEmailWithoutAt","testEmailWithoutAt",""
"passed","Wed May 01 09:47:54 GMT 2024","Wed May 01 09:47:54 GMT 2024","166","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkGetIngo","checkGetIngo",""
"broken","Wed May 01 09:50:26 GMT 2024","Wed May 01 09:50:41 GMT 2024","15332","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testInvalidLingPasswordNoSymbols","testInvalidLingPasswordNoSymbols",""
"passed","Wed May 01 09:53:20 GMT 2024","Wed May 01 09:53:35 GMT 2024","15585","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testValidMaxBirthday","testValidMaxBirthday",""
"passed","Wed May 01 09:46:54 GMT 2024","Wed May 01 09:46:57 GMT 2024","2946","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkWrongPassword","checkWrongPassword",""
"passed","Wed May 01 09:46:58 GMT 2024","Wed May 01 09:47:01 GMT 2024","3105","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkValidLogin","checkValidLogin",""
"passed","Wed May 01 09:46:00 GMT 2024","Wed May 01 09:46:05 GMT 2024","4383","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkContinueButtonDisabled","checkContinueButtonDisabled",""
"passed","Wed May 01 09:47:42 GMT 2024","Wed May 01 09:47:44 GMT 2024","1928","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testNoLettersPasswordInput","testNoLettersPasswordInput",""
"broken","Wed May 01 09:50:45 GMT 2024","Wed May 01 09:51:00 GMT 2024","15320","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testInvalidShortPassword","testInvalidShortPassword",""
"broken","Wed May 01 09:48:10 GMT 2024","Wed May 01 09:48:26 GMT 2024","15619","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testBirthdayInvalidDay","testBirthdayInvalidDay",""
"passed","Wed May 01 09:51:09 GMT 2024","Wed May 01 09:51:12 GMT 2024","3392","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testLongAbout","testLongAbout",""
"passed","Wed May 01 09:51:16 GMT 2024","Wed May 01 09:51:17 GMT 2024","1399","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testLongEmail","testLongEmail",""
"passed","Wed May 01 09:47:19 GMT 2024","Wed May 01 09:47:19 GMT 2024","17","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkImage","checkImage",""
"passed","Wed May 01 09:47:08 GMT 2024","Wed May 01 09:47:08 GMT 2024","22","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkDescription","checkDescription",""
"passed","Wed May 01 09:47:54 GMT 2024","Wed May 01 09:47:54 GMT 2024","400","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkAddingInfo","checkAddingInfo",""
"passed","Wed May 01 09:48:06 GMT 2024","Wed May 01 09:48:07 GMT 2024","196","FriendRate","MyTests","tests.EditProfileHappyPathTest","tests.EditProfileHappyPathTest","testOpenEditProfilePage","testOpenEditProfilePage",""
"broken","Wed May 01 09:49:29 GMT 2024","Wed May 01 09:49:44 GMT 2024","15372","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testInvalidLingPassword","testInvalidLingPassword",""
"passed","Wed May 01 09:47:31 GMT 2024","Wed May 01 09:47:33 GMT 2024","1990","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmptyConfPasswordInput","testEmptyConfPasswordInput",""
"passed","Wed May 01 09:47:12 GMT 2024","Wed May 01 09:47:12 GMT 2024","145","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkGenderDropdown","checkGenderDropdown",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","0","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testSignUp","testSignUp",""
"passed","Wed May 01 09:53:58 GMT 2024","Wed May 01 09:54:16 GMT 2024","17696","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testValidMinAbout","testValidMinAbout",""
"passed","Wed May 01 09:47:53 GMT 2024","Wed May 01 09:47:54 GMT 2024","240","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkValidLogin","checkValidLogin",""
"failed","Wed May 01 09:52:28 GMT 2024","Wed May 01 09:52:29 GMT 2024","1448","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testUsernamePlus","testUsernamePlus",""
"passed","Wed May 01 09:48:29 GMT 2024","Wed May 01 09:48:30 GMT 2024","600","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testBirthdayInvalidMonth","testBirthdayInvalidMonth",""
"passed","Wed May 01 09:54:19 GMT 2024","Wed May 01 09:54:35 GMT 2024","15601","FriendRate","MyTests","tests.EditProfileBoundaryTest","tests.EditProfileBoundaryTest","testValidMinBirthday","testValidMinBirthday",""
"unknown","Wed May 01 09:45:49 GMT 2024","Wed May 01 09:45:49 GMT 2024","0","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmailWithoutComInput","testEmailWithoutComInput",""
