"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 14:13:55 GMT 2024","Wed May 01 14:13:58 GMT 2024","3100","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkValidLogin","checkValidLogin",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","0","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkRegistrationUsedEmail","checkRegistrationUsedEmail",""
"passed","Wed May 01 14:14:02 GMT 2024","Wed May 01 14:14:02 GMT 2024","55","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkAgeRangeSetup","checkAgeRangeSetup",""
"passed","Wed May 01 14:13:40 GMT 2024","Wed May 01 14:13:42 GMT 2024","2521","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmptyEmailValidation","checkEmptyEmailValidation",""
"passed","Wed May 01 14:13:43 GMT 2024","Wed May 01 14:13:45 GMT 2024","2514","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkInvalidEmailValidation","checkInvalidEmailValidation",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","0","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testSignUp","testSignUp",""
"passed","Wed May 01 14:13:37 GMT 2024","Wed May 01 14:13:39 GMT 2024","2510","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutDomain","checkEmailWithoutDomain",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","0","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkRegistrationShortPass","checkRegistrationShortPass",""
"passed","Wed May 01 14:14:16 GMT 2024","Wed May 01 14:14:16 GMT 2024","20","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkImage","checkImage",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","0","FriendRate","MyTests","api.FriendTest","api.FriendTest","checkRegistrationWrongEmail","checkRegistrationWrongEmail",""
"passed","Wed May 01 14:14:23 GMT 2024","Wed May 01 14:14:23 GMT 2024","27","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkLogo","checkLogo",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","0","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testUsedEmailInput","testUsedEmailInput",""
"passed","Wed May 01 14:13:02 GMT 2024","Wed May 01 14:13:04 GMT 2024","2391","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailLabel","checkEmailLabel",""
"passed","Wed May 01 14:13:07 GMT 2024","Wed May 01 14:13:10 GMT 2024","2666","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordLabel","checkPasswordLabel",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","1","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testEnterAdditionalInfo","testEnterAdditionalInfo",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","0","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutCom","checkEmailWithoutCom",""
"passed","Wed May 01 14:13:05 GMT 2024","Wed May 01 14:13:07 GMT 2024","2444","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailPlaceholder","checkEmailPlaceholder",""
"passed","Wed May 01 14:14:05 GMT 2024","Wed May 01 14:14:05 GMT 2024","19","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkDescription","checkDescription",""
"passed","Wed May 01 14:13:16 GMT 2024","Wed May 01 14:13:19 GMT 2024","2418","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","testPageDescription","testPageDescription",""
"passed","Wed May 01 14:13:48 GMT 2024","Wed May 01 14:13:51 GMT 2024","2737","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordWithoutNumbers","checkPasswordWithoutNumbers",""
"passed","Wed May 01 14:13:10 GMT 2024","Wed May 01 14:13:13 GMT 2024","2431","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordPlaceholder","checkPasswordPlaceholder",""
"unknown","Wed May 01 14:12:58 GMT 2024","Wed May 01 14:12:58 GMT 2024","0","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmailWithoutComInput","testEmailWithoutComInput",""
"passed","Wed May 01 14:13:19 GMT 2024","Wed May 01 14:13:37 GMT 2024","17690","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutCom2","checkEmailWithoutCom2",""
"passed","Wed May 01 14:14:09 GMT 2024","Wed May 01 14:14:10 GMT 2024","123","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkGenderDropdown","checkGenderDropdown",""
"passed","Wed May 01 14:13:45 GMT 2024","Wed May 01 14:13:48 GMT 2024","2854","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPassword7chars","checkPassword7chars",""
"passed","Wed May 01 14:14:20 GMT 2024","Wed May 01 14:14:20 GMT 2024","116","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkLanguageDropdown","checkLanguageDropdown",""
"passed","Wed May 01 14:12:59 GMT 2024","Wed May 01 14:13:02 GMT 2024","2546","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkContinueButtonDisabled","checkContinueButtonDisabled",""
"passed","Wed May 01 14:14:13 GMT 2024","Wed May 01 14:14:13 GMT 2024","21","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkGenderLabel","checkGenderLabel",""
"passed","Wed May 01 14:13:52 GMT 2024","Wed May 01 14:13:55 GMT 2024","3018","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkWrongPassword","checkWrongPassword",""
"passed","Wed May 01 14:13:13 GMT 2024","Wed May 01 14:13:16 GMT 2024","2794","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","testHeaderText","testHeaderText",""
