"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 24 13:31:26 GMT 2024","Wed Apr 24 13:31:28 GMT 2024","2300","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testNoLettersPasswordInput","testNoLettersPasswordInput",""
"passed","Wed Apr 24 13:29:30 GMT 2024","Wed Apr 24 13:29:33 GMT 2024","2867","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordWithoutNumbers","checkPasswordWithoutNumbers",""
"passed","Wed Apr 24 13:30:59 GMT 2024","Wed Apr 24 13:31:02 GMT 2024","2329","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmailWithoutDomainInput","testEmailWithoutDomainInput",""
"passed","Wed Apr 24 13:29:20 GMT 2024","Wed Apr 24 13:29:23 GMT 2024","2819","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkInvalidEmailValidation","checkInvalidEmailValidation",""
"passed","Wed Apr 24 13:29:49 GMT 2024","Wed Apr 24 13:29:49 GMT 2024","24","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkAgeRangeSetup","checkAgeRangeSetup",""
"passed","Wed Apr 24 13:28:26 GMT 2024","Wed Apr 24 13:28:28 GMT 2024","2852","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailPlaceholder","checkEmailPlaceholder",""
"passed","Wed Apr 24 13:31:21 GMT 2024","Wed Apr 24 13:31:24 GMT 2024","2408","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testMismatchingPasswordInput","testMismatchingPasswordInput",""
"passed","Wed Apr 24 13:28:40 GMT 2024","Wed Apr 24 13:28:42 GMT 2024","2562","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","testHeaderText","testHeaderText",""
"passed","Wed Apr 24 13:30:12 GMT 2024","Wed Apr 24 13:30:12 GMT 2024","13","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkImage","checkImage",""
"passed","Wed Apr 24 13:29:25 GMT 2024","Wed Apr 24 13:29:28 GMT 2024","2981","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPassword7chars","checkPassword7chars",""
"passed","Wed Apr 24 13:29:14 GMT 2024","Wed Apr 24 13:29:18 GMT 2024","3884","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmptyEmailValidation","checkEmptyEmailValidation",""
"passed","Wed Apr 24 13:30:17 GMT 2024","Wed Apr 24 13:30:18 GMT 2024","480","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkLanguageDropdown","checkLanguageDropdown",""
"passed","Wed Apr 24 13:28:30 GMT 2024","Wed Apr 24 13:28:33 GMT 2024","2802","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordLabel","checkPasswordLabel",""
"passed","Wed Apr 24 13:31:12 GMT 2024","Wed Apr 24 13:31:15 GMT 2024","2307","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testInvalidEmailInput","testInvalidEmailInput",""
"passed","Wed Apr 24 13:28:21 GMT 2024","Wed Apr 24 13:28:23 GMT 2024","2690","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailLabel","checkEmailLabel",""
"passed","Wed Apr 24 13:30:06 GMT 2024","Wed Apr 24 13:30:06 GMT 2024","12","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkGenderLabel","checkGenderLabel",""
"passed","Wed Apr 24 13:31:08 GMT 2024","Wed Apr 24 13:31:10 GMT 2024","2298","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmptyEmailInput","testEmptyEmailInput",""
"passed","Wed Apr 24 13:31:34 GMT 2024","Wed Apr 24 13:31:37 GMT 2024","2260","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testNoSpecialCharsPasswordInput","testNoSpecialCharsPasswordInput",""
"passed","Wed Apr 24 13:30:00 GMT 2024","Wed Apr 24 13:30:01 GMT 2024","466","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkGenderDropdown","checkGenderDropdown",""
"passed","Wed Apr 24 13:31:39 GMT 2024","Wed Apr 24 13:31:41 GMT 2024","2335","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testShortPasswordInput","testShortPasswordInput",""
"unknown","Wed Apr 24 13:27:50 GMT 2024","Wed Apr 24 13:27:50 GMT 2024","2","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutCom","checkEmailWithoutCom",""
"passed","Wed Apr 24 13:29:35 GMT 2024","Wed Apr 24 13:29:38 GMT 2024","2961","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkWrongPassword","checkWrongPassword",""
"passed","Wed Apr 24 13:28:16 GMT 2024","Wed Apr 24 13:28:18 GMT 2024","2691","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkContinueButtonDisabled","checkContinueButtonDisabled",""
"passed","Wed Apr 24 13:28:44 GMT 2024","Wed Apr 24 13:28:47 GMT 2024","2585","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","testPageDescription","testPageDescription",""
"unknown","Wed Apr 24 13:27:50 GMT 2024","Wed Apr 24 13:27:50 GMT 2024","0","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmailWithoutComInput","testEmailWithoutComInput",""
"passed","Wed Apr 24 13:28:35 GMT 2024","Wed Apr 24 13:28:38 GMT 2024","2520","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkPasswordPlaceholder","checkPasswordPlaceholder",""
"passed","Wed Apr 24 13:31:30 GMT 2024","Wed Apr 24 13:31:32 GMT 2024","2344","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testNoNumbersPasswordInput","testNoNumbersPasswordInput",""
"broken","Wed Apr 24 13:30:41 GMT 2024","Wed Apr 24 13:30:54 GMT 2024","12528","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testSignUp","testSignUp",""
"broken","Wed Apr 24 13:30:25 GMT 2024","Wed Apr 24 13:30:39 GMT 2024","13407","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testEnterAdditionalInfo","testEnterAdditionalInfo",""
"passed","Wed Apr 24 13:31:17 GMT 2024","Wed Apr 24 13:31:19 GMT 2024","2279","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testLongPasswordInput","testLongPasswordInput",""
"passed","Wed Apr 24 13:30:56 GMT 2024","Wed Apr 24 13:30:57 GMT 2024","1762","FriendRate","MyTests","tests.RegistrationHappyPathTest","tests.RegistrationHappyPathTest","testSignUpButton","testSignUpButton",""
"passed","Wed Apr 24 13:29:09 GMT 2024","Wed Apr 24 13:29:12 GMT 2024","2784","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutDomain","checkEmailWithoutDomain",""
"passed","Wed Apr 24 13:29:55 GMT 2024","Wed Apr 24 13:29:55 GMT 2024","12","FriendRate","MyTests","tests.MainPageTest","tests.MainPageTest","checkDescription","checkDescription",""
"passed","Wed Apr 24 13:28:49 GMT 2024","Wed Apr 24 13:29:07 GMT 2024","17844","FriendRate","MyTests","tests.LoginTest","tests.LoginTest","checkEmailWithoutCom2","checkEmailWithoutCom2",""
"passed","Wed Apr 24 13:31:04 GMT 2024","Wed Apr 24 13:31:06 GMT 2024","2265","FriendRate","MyTests","tests.RegistrationSadPathTest","tests.RegistrationSadPathTest","testEmptyConfPasswordInput","testEmptyConfPasswordInput",""
